total_points,mins_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,ea_index,influence,creativity,threat,ict_index,Player_pid
30,1056,0,1,4,12,0,0,0,1,0,0,535,159.4,304.2,168.0,63.1,305
21,298,1,1,1,5,0,0,0,0,0,0,266,106.6,144.1,129.0,38.0,306
1,13,0,0,0,0,0,0,0,0,0,0,1,0.0,0.2,0.0,0.0,307
35,855,1,2,4,10,0,0,0,2,0,0,564,165.2,509.8,338.0,101.4,308
12,500,0,0,0,9,0,0,0,2,0,0,183,40.8,71.0,54.0,15.4,309
32,1181,0,0,5,13,0,0,0,3,0,0,239,205.0,79.4,68.0,35.2,310
13,119,1,0,0,3,0,0,0,0,0,0,56,43.6,20.6,75.0,13.9,311
21,712,0,0,4,6,0,0,0,1,0,0,0,114.8,189.6,104.0,40.7,312
11,366,0,0,0,6,0,0,0,1,0,0,435,34.0,76.0,179.0,28.8,313
59,866,6,1,6,7,0,0,0,1,0,0,32,264.8,128.4,556.0,94.7,314
13,450,0,0,0,14,1,1,0,1,0,18,24,144.8,0.0,0.0,14.4,315
0,0,0,0,0,0,0,0,0,0,0,0,341,0.0,0.0,0.0,0.0,316
0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,317
31,1080,0,2,2,19,0,0,0,3,0,0,176,233.2,35.2,241.0,51.0,318
0,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,319
20,630,0,0,2,11,0,0,0,0,0,0,293,131.2,33.5,103.0,26.8,320
38,1170,0,0,4,15,0,0,0,2,0,0,388,196.2,113.3,14.0,32.5,321
21,196,1,0,2,0,0,0,0,1,0,0,111,86.4,23.5,17.0,12.7,322
20,661,0,0,2,9,0,0,0,2,0,0,107,89.4,69.8,40.0,20.0,323
1,180,0,0,0,5,0,0,0,1,0,0,330,36.4,3.4,10.0,5.0,324
20,484,0,0,2,6,0,0,0,0,0,0,324,86.2,32.4,52.0,17.2,325
0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,326
0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0.0,0.0,0.0,327
15,497,0,1,2,4,0,0,0,3,0,0,109,54.2,140.8,115.0,30.8,328
22,950,0,0,2,17,1,0,0,2,0,0,432,173.2,151.9,22.0,34.5,329
32,576,1,2,2,11,0,0,0,0,0,0,312,104.4,62.8,145.0,31.3,330
36,1120,1,2,4,17,0,0,0,5,0,0,528,150.4,244.7,338.0,73.4,331
0,0,0,0,0,0,0,0,0,0,0,0,270,0.0,0.0,0.0,0.0,332
41,711,3,0,5,4,0,0,0,1,0,0,302,149.4,316.1,182.0,64.8,333
14,488,0,0,2,8,0,0,0,1,0,0,194,40.8,60.3,21.0,12.2,334
20,363,2,0,0,9,0,0,1,1,0,0,360,83.6,56.4,67.0,20.4,335
9,184,0,0,0,2,0,0,0,0,0,0,47,31.0,48.5,63.0,14.3,336
16,467,0,1,2,9,0,0,0,1,0,0,245,57.6,31.9,60.0,14.9,337
0,0,0,0,0,0,0,0,0,0,0,0,246,0.0,0.0,0.0,0.0,338
3,180,0,0,0,4,0,0,0,0,0,4,210,20.6,0.0,0.0,2.1,339
39,1080,0,0,1,20,0,0,0,0,0,56,18,370.8,10.0,0.0,38.1,340
24,802,0,0,3,16,0,0,0,0,0,0,231,150.0,14.1,86.0,24.9,341
10,535,0,0,0,10,0,0,0,1,0,0,193,107.8,1.4,0.0,10.8,342
10,506,0,0,1,10,0,0,0,3,0,0,211,114.2,84.8,46.0,24.5,343
38,1064,2,1,1,21,0,0,0,1,0,0,369,280.8,265.8,140.0,68.7,344
0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,345
21,1080,0,0,1,20,0,0,0,1,0,0,176,248.8,18.9,93.0,36.2,346
10,343,0,1,0,9,0,0,0,1,0,0,118,40.8,26.9,26.0,9.3,347
3,175,0,0,0,3,0,0,0,1,0,0,246,20.2,5.5,0.0,2.6,348
0,45,0,0,0,1,0,0,0,1,0,0,58,16.0,15.1,0.0,3.1,349
17,639,0,1,0,15,0,0,0,2,0,0,112,96.8,38.5,39.0,17.5,350
2,69,0,0,0,1,0,0,0,0,0,0,180,14.2,31.3,52.0,9.7,351
10,426,0,0,1,11,0,0,0,2,0,0,172,32.8,139.3,84.0,25.6,352
43,1025,0,5,2,20,0,0,0,1,0,0,185,118.6,159.7,241.0,51.4,353
4,153,0,0,1,2,0,0,0,0,0,0,280,3.2,19.1,13.0,3.5,354
83,1252,8,2,1,23,0,0,0,0,0,0,595,329.2,87.3,534.0,94.8,355
43,1260,0,0,2,31,0,1,0,1,0,48,366,342.2,0.0,0.0,34.2,356
0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,357
23,1115,0,0,2,26,0,0,0,3,0,0,239,273.8,200.1,113.0,58.8,358
33,1090,0,0,3,14,0,0,0,2,0,0,487,301.8,37.5,101.0,44.1,359
7,490,0,1,0,17,0,0,0,1,0,0,321,91.6,44.6,7.0,14.4,360
7,390,0,0,0,13,0,0,0,0,0,0,194,98.4,65.5,14.0,17.9,361
12,990,0,0,1,25,0,0,0,4,0,0,63,261.4,15.0,77.0,35.4,362
11,720,0,0,1,15,0,0,0,3,0,0,333,187.4,6.2,35.0,23.0,363
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,364
19,585,0,0,2,9,0,0,0,0,0,0,75,89.8,63.3,14.0,16.7,365
15,540,1,0,1,16,0,0,0,1,0,0,0,159.0,0.9,46.0,20.6,366
23,942,0,1,1,24,1,0,0,2,0,0,376,136.8,129.7,39.0,29.9,367
64,1167,4,4,1,31,0,0,0,1,0,0,586,328.0,374.4,392.0,109.5,368
27,798,1,0,2,17,0,0,0,1,0,0,269,102.2,255.5,128.0,48.6,369
9,417,0,0,1,10,0,0,0,2,0,0,166,39.2,27.3,4.0,7.2,370
5,240,0,0,1,7,0,0,0,2,0,0,4,42.6,7.2,24.0,7.4,371
17,546,0,0,1,14,0,0,0,0,0,0,241,79.2,89.0,12.0,18.0,372
8,232,0,0,0,5,0,0,0,0,0,0,202,48.6,81.0,57.0,18.6,373
9,232,0,0,1,6,0,0,0,0,0,0,524,9.4,31.6,57.0,9.5,374
59,1059,6,0,2,25,0,0,0,3,0,0,107,324.0,114.9,309.0,74.7,375
2,16,0,0,0,2,0,0,0,0,0,0,64,3.8,5.5,0.0,1.0,376
0,0,0,0,0,0,0,0,0,0,0,0,242,0.0,0.0,0.0,0.0,377
0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,378
29,931,0,2,3,18,0,0,0,1,0,0,120,129.6,290.6,176.0,59.1,379
47,1024,0,0,5,9,0,0,0,0,0,23,419,214.0,0.0,2.0,21.6,380
9,236,0,0,1,1,0,0,0,0,0,6,3,55.6,0.0,0.0,5.5,381
31,689,0,0,4,3,0,0,0,0,0,0,598,170.8,18.6,109.0,30.0,382
40,810,1,1,4,6,0,0,0,5,0,0,346,207.2,148.3,150.0,50.6,383
61,1184,0,2,6,9,0,0,0,3,0,0,461,282.4,214.0,96.0,59.3,384
48,1260,0,0,6,10,0,0,0,4,0,0,335,378.4,12.0,27.0,41.8,385
10,284,0,0,1,2,0,0,0,1,0,0,192,60.4,42.4,57.0,15.9,386
2,13,0,0,0,0,0,0,0,0,0,0,110,1.0,0.6,2.0,0.4,387
0,180,0,0,0,3,1,0,0,1,0,0,131,17.0,12.3,0.0,2.9,388
0,0,0,0,0,0,0,0,0,0,0,0,227,0.0,0.0,0.0,0.0,389
26,991,0,0,5,9,0,0,0,2,0,0,526,184.4,75.0,88.0,34.9,390
21,604,0,1,3,7,0,0,0,3,0,0,473,126.8,105.7,32.0,26.5,391
50,635,4,2,1,10,0,0,0,1,0,0,173,199.6,104.9,236.0,53.6,392
28,595,1,1,4,2,0,0,1,1,0,0,519,121.8,275.2,225.0,62.2,393
65,1133,3,4,5,10,0,0,0,0,0,0,738,331.0,502.4,465.0,130.0,394
0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0.0,0.0,395
21,743,1,0,0,21,0,0,0,3,0,0,147,109.4,132.7,111.0,35.3,396
1,1,0,0,0,0,0,0,0,0,0,0,93,0.0,0.0,0.0,0.0,397
57,986,3,4,5,7,0,0,0,2,0,0,666,210.4,299.2,345.0,85.3,398
3,13,0,0,0,0,0,0,0,0,0,0,17,7.4,1.5,0.0,0.9,399
37,1220,1,0,5,10,0,0,0,3,0,0,268,208.4,198.9,114.0,52.2,400
0,0,0,0,0,0,0,0,0,0,0,0,-4,0.0,0.0,0.0,0.0,401
70,770,5,5,5,6,0,0,0,1,0,0,244,275.6,270.7,375.0,91.9,402
60,757,7,1,4,7,0,0,0,0,0,0,1053,314.0,160.6,406.0,88.2,403
0,0,0,0,0,0,0,0,0,0,0,0,38,0.0,0.0,0.0,0.0,404
32,598,1,2,1,6,0,0,0,0,0,0,0,73.4,173.2,307.0,54.7,405
1,58,0,0,0,4,0,0,0,0,0,6,146,41.2,0.0,0.0,4.1,406
39,1202,0,0,3,20,1,0,0,1,0,34,375,241.0,0.0,0.0,24.1,407
6,405,0,0,0,7,0,0,0,1,0,0,335,75.2,25.9,8.0,10.9,408
36,1085,0,1,3,16,0,0,0,2,0,0,181,241.6,44.8,50.0,33.4,409
0,0,0,0,0,0,0,0,0,0,0,0,88,0.0,0.0,0.0,0.0,410
42,1134,2,1,3,23,0,0,0,6,0,0,96,297.8,200.6,91.0,59.1,411
24,833,0,1,1,12,0,0,0,2,0,0,275,149.0,83.4,32.0,26.4,412
23,983,0,0,3,16,0,0,0,4,1,0,205,201.0,44.5,67.0,31.3,413
12,221,1,0,0,7,0,0,0,0,0,0,0,67.2,11.5,47.0,12.7,414
12,323,0,1,0,9,0,0,0,1,0,0,56,53.8,58.6,46.0,15.9,415
72,1219,5,1,3,23,0,0,0,1,0,0,347,343.4,299.2,202.0,84.4,416
0,0,0,0,0,0,0,0,0,0,0,0,250,0.0,0.0,0.0,0.0,417
0,44,0,0,0,1,0,0,0,0,1,0,351,3.6,1.3,0.0,0.4,418
1,10,0,0,0,0,0,0,0,0,0,0,176,0.0,0.0,0.0,0.0,419
24,1113,0,0,3,20,0,0,0,5,0,0,127,114.8,52.3,16.0,18.4,420
0,0,0,0,0,0,0,0,0,0,0,0,55,0.0,0.0,0.0,0.0,421
33,969,0,2,2,22,0,0,0,3,0,0,74,150.4,276.9,188.0,61.2,422
0,0,0,0,0,0,0,0,0,0,0,0,69,0.0,0.0,0.0,0.0,423
12,191,1,0,1,1,0,0,0,1,0,0,0,67.6,32.1,116.0,21.7,424
49,1246,3,3,3,24,0,0,0,4,0,0,629,230.6,224.0,369.0,81.9,425
29,883,1,1,2,19,0,0,0,1,0,0,709,82.8,146.7,346.0,56.9,426
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,427
1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,428
0,0,0,0,0,0,0,0,0,0,0,0,218,0.0,0.0,0.0,0.0,429
48,1260,0,0,3,17,0,0,0,0,0,47,129,325.6,10.0,1.0,33.8,430
37,1170,1,0,3,15,0,0,0,6,0,0,343,246.8,48.4,48.0,34.4,431
6,320,0,0,1,6,0,0,0,2,0,0,261,46.2,0.7,10.0,5.8,432
32,1260,0,0,3,17,0,0,0,4,0,0,433,229.6,161.6,118.0,51.0,433
0,0,0,0,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,434
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,435
56,1260,3,0,3,17,0,0,0,2,0,0,339,386.8,22.3,181.0,58.9,436
0,0,0,0,0,0,0,0,0,0,0,0,85,0.0,0.0,0.0,0.0,437
26,506,1,1,1,8,0,0,0,1,0,0,230,114.6,134.0,36.0,28.6,438
40,1174,1,1,5,13,0,0,0,0,0,0,403,135.6,85.8,104.0,32.2,439
13,204,0,1,1,5,0,0,0,1,0,0,244,35.4,137.4,11.0,18.3,440
28,439,2,1,1,5,0,0,0,2,0,0,266,112.0,129.8,53.0,29.3,441
23,1103,0,0,3,13,0,0,0,5,0,0,286,163.6,42.2,24.0,23.1,442
0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0.0,0.0,443
28,646,1,2,2,11,0,0,0,5,0,0,336,140.6,157.3,216.0,51.5,444
8,86,0,1,0,2,0,0,0,0,0,0,28,23.2,28.7,16.0,6.7,445
67,1047,3,5,4,12,0,0,0,0,0,0,0,262.8,304.6,190.0,75.2,446
1,13,0,0,0,0,0,0,0,0,0,0,72,3.6,11.0,40.0,5.5,447
6,243,0,0,2,2,0,0,0,1,0,0,226,0.0,4.4,77.0,7.4,448
54,1179,4,2,3,17,0,0,0,0,0,0,354,201.6,198.9,468.0,86.6,449
37,990,0,0,3,20,0,0,0,1,0,37,356,256.0,10.0,0.0,26.6,450
7,270,0,0,0,9,0,0,0,0,0,15,56,105.8,0.0,0.0,10.6,451
23,726,1,0,1,16,0,0,0,1,0,0,217,209.4,33.1,92.0,33.4,452
40,977,1,3,3,22,0,0,0,5,1,0,294,358.4,47.2,72.0,47.7,453
11,434,0,1,1,7,0,0,0,1,1,0,514,54.6,39.4,18.0,11.2,454
0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0.0,0.0,455
23,990,0,0,2,23,0,0,0,1,0,0,284,227.4,76.8,25.0,32.8,456
7,264,0,0,1,6,0,0,0,2,0,0,39,61.6,30.2,4.0,9.6,457
24,1058,0,0,3,21,0,0,0,4,0,0,581,93.2,166.7,60.0,31.9,458
28,1170,0,0,3,24,0,0,0,1,0,0,498,187.8,57.0,69.0,31.2,459
18,689,0,0,2,12,0,0,0,3,0,0,163,121.2,47.0,43.0,21.1,460
57,995,1,7,2,23,0,0,0,1,0,0,701,267.2,730.6,322.0,131.9,461
43,835,3,0,3,21,0,0,0,1,0,0,381,183.2,245.0,209.0,63.9,462
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,463
61,1103,6,1,3,23,0,0,0,4,0,0,452,338.2,213.8,562.0,111.4,464
11,314,0,0,1,9,0,0,0,0,0,0,0,41.8,31.6,10.0,8.3,465
5,134,0,0,0,3,0,0,0,1,0,0,0,19.8,57.8,30.0,10.7,466
10,240,0,1,1,4,0,0,0,0,0,0,0,28.2,87.8,33.0,14.6,467
7,108,1,0,0,5,0,0,0,0,0,0,381,43.6,17.0,21.0,8.2,468
14,286,0,1,1,4,0,0,0,0,0,0,200,8.2,6.2,196.0,20.4,469
10,125,1,0,0,2,0,0,0,0,0,0,286,36.6,5.1,25.0,6.7,470
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,471
3,180,0,0,0,4,0,0,0,0,0,5,0,32.4,0.0,0.0,3.2,472
38,827,1,2,3,15,0,0,0,0,0,0,0,173.4,214.0,144.0,53.3,473
5,271,0,0,0,6,0,0,0,0,0,0,0,57.4,17.3,22.0,9.8,474
2,30,0,0,0,0,0,0,0,0,0,0,0,5.2,15.8,8.0,2.9,475
13,431,0,0,1,4,0,0,0,1,0,0,0,81.8,11.8,8.0,10.3,476
42,1238,0,0,4,15,0,0,0,3,0,0,0,250.4,128.9,30.0,41.1,477
54,1156,3,3,4,14,0,0,0,1,0,0,0,223.8,188.7,412.0,82.3,478
27,421,1,1,1,7,0,0,0,1,0,0,0,105.6,48.5,71.0,22.5,479
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,480
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,481
1,7,0,0,0,1,0,0,0,0,0,0,0,1.2,0.1,0.0,0.1,482
1,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,483
7,270,0,0,1,5,0,0,0,1,0,0,0,74.4,1.5,12.0,8.8,484
35,930,1,2,2,16,0,0,0,1,0,0,630,189.0,261.8,181.0,63.3,485
10,164,0,1,1,2,0,0,0,0,0,0,0,12.4,6.1,16.0,3.4,486
1,9,0,0,0,0,0,0,0,0,0,0,0,1.6,0.3,0.0,0.2,487
37,1152,0,2,3,10,0,0,0,5,0,0,270,233.0,192.6,102.0,52.8,488
15,315,0,1,0,3,0,0,0,0,0,0,0,56.4,96.5,61.0,21.5,489
9,180,0,0,1,1,0,0,0,0,0,6,188,40.0,0.0,0.0,4.0,490
43,920,2,2,4,9,0,0,0,5,0,0,0,185.6,287.6,270.0,74.3,491
1,12,0,0,0,0,0,0,0,0,0,0,0,0.0,16.8,17.0,3.4,492
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,493
0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,494
17,294,0,1,1,2,0,0,0,0,0,0,0,88.6,40.1,43.0,17.2,495
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,496
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,497
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,498
12,857,0,0,1,17,0,0,0,3,1,0,0,261.2,7.3,41.0,31.0,499
40,768,3,2,1,22,0,0,0,0,0,0,0,162.0,181.0,422.0,75.9,500
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502
42,1170,2,1,4,15,0,0,0,4,0,0,0,261.0,429.4,317.0,100.8,503
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,504
11,526,0,1,1,18,0,0,0,1,0,0,0,126.4,63.8,3.0,19.3,505
4,198,0,0,0,5,0,0,0,1,0,0,3,47.2,17.7,0.0,6.5,506
19,379,1,1,1,8,0,0,0,0,0,0,0,42.8,29.8,100.0,16.6,507
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,508
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,510
4,165,0,0,1,1,0,0,0,1,0,0,0,5.4,45.1,1.0,5.1,511
3,43,0,0,0,0,0,0,0,0,0,0,0,4.6,3.3,0.0,0.8,512
13,136,1,0,0,2,0,0,0,0,0,0,0,47.2,33.8,39.0,12.0,513
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,514
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515
3,53,0,0,0,1,0,0,0,0,0,0,0,0.2,3.9,2.0,0.7,516
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,518
3,157,0,0,0,3,0,0,0,0,0,0,0,31.2,4.9,0.0,3.7,519
10,323,0,0,1,5,0,0,0,3,0,0,0,31.8,65.9,50.0,14.5,520
1,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.2,521
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,522
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,523
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524
38,628,1,3,3,10,0,0,0,1,0,0,0,181.2,215.8,69.0,46.7,525
6,135,0,0,0,2,0,0,0,0,0,0,0,3.8,18.7,66.0,8.4,526
8,250,0,0,1,3,0,0,0,1,0,0,0,53.4,46.8,0.0,10.1,527
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,528
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,529
7,62,0,1,0,0,0,0,0,1,0,0,0,28.8,26.9,7.0,6.3,530
3,85,0,0,0,4,0,0,0,0,0,0,0,7.6,5.1,8.0,2.1,531
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,532
10,561,0,0,2,5,0,0,0,4,1,0,0,64.4,70.3,84.0,21.9,533
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,534
9,299,0,0,0,10,0,0,0,2,0,0,0,15.2,46.7,120.0,17.1,535
23,251,1,2,1,2,0,0,0,0,0,0,0,66.2,66.7,52.0,18.4,536
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,537
11,636,0,0,0,12,0,0,0,1,0,0,0,86.8,51.2,28.0,16.6,538
42,1007,2,3,3,17,0,0,0,2,1,0,0,168.0,239.0,139.0,54.6,539
16,468,1,1,0,10,0,0,0,0,0,0,0,119.4,82.8,98.0,30.2,540
40,990,0,0,2,12,0,1,0,0,0,24,0,205.4,0.0,0.0,20.4,541
9,303,0,0,1,6,0,0,0,2,0,0,0,23.4,44.9,49.0,11.7,542
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,544
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,545
1,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2.3,0.0,0.2,546
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,547
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,548
4,88,0,0,0,1,0,0,0,0,0,0,0,5.4,23.8,34.0,6.3,549
10,459,0,0,2,14,0,0,0,2,0,0,0,16.4,112.4,207.0,32.9,550
8,216,0,0,1,2,0,0,0,0,0,0,0,51.2,105.5,51.0,20.9,551
4,117,0,0,0,3,0,0,0,1,0,0,0,5.6,13.1,83.0,10.0,552
4,35,0,0,0,1,0,0,0,0,0,0,0,0.2,6.9,8.0,1.3,553
19,810,0,0,0,22,0,0,0,0,0,31,0,213.2,0.3,0.0,21.3,554
35,990,0,1,3,9,0,0,0,3,0,0,0,252.0,50.4,88.0,39.2,555
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,556
8,280,0,0,1,10,0,0,0,0,0,0,0,2.8,50.1,39.0,8.3,557
7,270,0,0,1,6,1,0,0,0,0,0,0,68.6,1.5,4.0,7.4,558
19,918,0,0,1,16,0,0,0,3,0,0,0,94.2,108.5,26.0,22.7,559
26,911,1,0,2,19,0,0,0,2,0,0,0,95.8,82.1,147.0,32.5,560
54,756,1,2,6,2,0,0,0,1,0,0,0,180.6,189.7,137.0,50.9,561
39,990,0,0,4,13,0,0,0,0,0,0,0,207.8,3.7,99.0,31.1,562
14,502,0,0,2,3,0,0,0,1,0,0,0,79.6,64.8,77.0,22.1,563
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,564
4,32,0,0,0,0,0,0,0,0,0,0,0,10.6,6.2,24.0,4.2,565
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,566
37,538,4,1,3,9,0,0,0,0,0,0,0,161.2,92.8,248.0,49.7,567
0,258,0,0,0,9,0,0,0,3,0,0,0,37.0,32.5,3.0,7.3,568
15,366,0,2,1,8,0,0,0,0,0,0,0,41.8,51.9,106.0,20.0,569
39,900,0,0,6,7,0,0,0,3,0,0,0,208.2,61.0,90.0,36.0,570
12,73,0,1,0,1,0,0,0,0,0,0,0,28.8,34.8,34.0,9.6,571
16,346,0,1,3,1,0,0,0,1,0,0,0,44.0,121.7,109.0,26.6,572
13,525,0,0,0,9,0,0,0,0,0,0,0,39.4,46.8,38.0,12.4,573
41,810,0,0,4,5,0,0,0,0,0,27,0,190.0,0.0,0.0,19.1,574
29,375,3,1,1,5,0,0,0,1,0,0,0,136.2,77.5,222.0,43.6,575
3,22,0,0,0,1,0,0,0,0,0,0,0,9.8,10.2,2.0,2.2,576
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,577
3,29,0,0,0,1,0,0,0,0,0,0,0,3.6,2.5,0.0,0.7,578
1,7,0,0,0,0,0,0,0,0,0,0,0,5.0,0.3,9.0,1.4,579
7,125,0,1,0,4,0,0,0,0,0,0,0,35.4,35.1,6.0,7.6,580
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,581
1,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,2.0,0.3,582
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,583
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,584
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,585
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,586
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,587
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,588
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,589
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,590
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,591
10,202,0,1,0,3,0,0,0,0,0,0,0,41.4,23.7,8.0,7.3,592
1,2,0,0,0,0,0,0,0,0,0,0,0,2.2,0.0,0.0,0.2,593
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,594
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,595
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,596
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,597
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,598
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,599
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,600
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,601
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,602
1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,603
7,115,0,1,1,1,0,0,0,0,0,0,0,32.6,20.7,46.0,9.9,604
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,605
